"Unsorted Insertion Sort","Run Time","Comparisons","Swaps"
"",329.561,99980001,8936887
"",329.026,99980001,9014965
"",325.28,99980001,8813584
"",325.888,99980001,8847388
"",325.423,99980001,8898316
"",325.555,99980001,8928274
"",323.042,99980001,8803646
"",323.197,99980001,8762666
"",331.319,99980001,8930619
"",324.098,99980001,8811494
"AVG",326.239,99980001,8874783
