"Sorted Bubble Sort","Run Time","Comparisons","Swaps"
"",285.458,99980001,0
"",284.472,99980001,0
"",284.717,99980001,0
"",287.43,99980001,0
"",286.868,99980001,0
"",284.279,99980001,0
"",284.402,99980001,0
"",283.029,99980001,0
"",284.078,99980001,0
"",282.656,99980001,0
"AVG",284.739,99980001,0
