"Sorted Insertion Sort","Run Time","Comparisons","Swaps"
"",26208.7,1409865409,174583178
"",25820.7,1409865409,127118782
"",25937.5,1409865409,149316485
"",25852.6,1409865409,130945898
"",25930.6,1409865409,154661386
"",25872,1409865409,137741518
"",25907.8,1409865409,138284199
"",25943,1409865409,147796669
"",25840.4,1409865409,133789812
"",25695.5,1409865409,105571416
"AVG",25900.9,121375220,139980934
