"Sorted Bubble Sort","Run Time","Comparisons","Swaps"
"",2.985,998001,0
"",2.905,998001,0
"",2.94,998001,0
"",2.861,998001,0
"",2.977,998001,0
"",2.86,998001,0
"",2.891,998001,0
"",2.804,998001,0
"",2.848,998001,0
"",2.861,998001,0
"AVG",2.8932,998001,0
